ID,Date,Element,Data_Value
USC00368449,09/06/13,TMAX,233
USC00368449,10/19/13,TMAX,150
USC00368449,09/06/13,TMIN,78
USC00360147,09/04/09,TMAX,256
USC00365790,05/01/08,TMAX,122
USC00368469,06/21/10,TMIN,150
USC00364853,05/03/05,TMIN,-11
USC00367477,08/01/09,TMIN,128
USC00367477,05/13/09,TMIN,-11
USC00367477,05/13/09,TMAX,178
USC00368449,04/19/09,TMIN,106
USC00360147,10/01/07,TMIN,83
USC00368449,03/06/15,TMIN,-167
USC00368449,08/06/07,TMIN,189
USC00368449,08/06/07,TMAX,267
USC00367477,07/03/10,TMAX,250
USC00360147,10/01/07,TMAX,244
USC00361480,09/11/11,TMIN,128
USC00368469,10/26/06,TMIN,22
USC00365109,03/31/13,TMIN,-50
USC00368469,08/23/14,TMIN,161
USC00368469,06/21/10,TMAX,294
USC00368469,10/26/06,TMAX,83
USC00360147,06/03/15,TMIN,89
USC00362629,04/04/07,TMIN,17
USC00360147,06/03/15,TMAX,189
USC00368469,02/07/13,TMAX,11
USC00365109,04/17/14,TMAX,72
USC00364853,04/29/05,TMAX,167
USC00365109,03/04/05,TMAX,11
USC00368449,08/21/08,TMAX,256
USC00367409,03/22/06,TMIN,-83
USC00368449,08/21/08,TMIN,111
USC00365790,03/14/13,TMIN,-50
USC00362629,05/08/08,TMIN,44
USC00365790,03/14/13,TMAX,56
USC00367409,09/16/09,TMAX,267
USC00368449,04/17/14,TMIN,-44
USC00365109,10/06/10,TMAX,106
USC00367409,09/16/09,TMIN,117
USC00367477,08/09/05,TMAX,250
USC00361480,10/28/08,TMAX,83
USC00365109,08/09/13,TMIN,172
USC00362629,07/11/05,TMAX,294
USC00367409,01/10/07,TMAX,33
USC00361480,10/28/08,TMIN,17
USC00365109,09/12/15,TMAX,278
USC00368469,07/22/06,TMIN,194
USC00368469,07/22/06,TMAX,300
USC00367409,01/10/07,TMIN,-39
USC00367409,03/22/06,TMAX,56
USC00360147,08/21/08,TMIN,89
USC00365109,03/04/05,TMIN,-128
USC00365790,10/17/13,TMAX,167
USC00368449,02/21/12,TMIN,-39
USC00368469,02/07/13,TMIN,-111
USC00367409,03/09/10,TMIN,-39
USC00367409,09/27/07,TMIN,178
USC00365109,08/09/13,TMAX,300
USC00367409,08/02/15,TMIN,150
USC00362629,07/11/05,TMIN,117
USC00362629,05/08/08,TMAX,272
USC00360147,10/28/07,TMIN,50
USC00361480,02/09/13,TMIN,-89
USC00367409,12/31/09,TMIN,-94
USC00368469,09/28/12,TMIN,122
USC00360147,04/28/05,TMAX,156
USC00367409,09/28/13,TMIN,83
USC00368469,11/14/13,TMAX,33
USC00368469,05/26/11,TMAX,283
USC00368469,05/26/11,TMIN,78
USC00364853,12/13/05,TMIN,-139
USC00368469,08/29/10,TMAX,278
USC00361480,09/28/13,TMAX,233
USC00368469,09/28/12,TMAX,189
USC00367477,08/09/05,TMIN,144
USC00361480,09/28/12,TMAX,189
USC00361480,09/28/12,TMIN,133
USC00368469,01/30/09,TMIN,-83
USC00365109,06/18/07,TMIN,133
USC00360147,04/28/05,TMIN,56
USC00365109,02/02/07,TMIN,-83
USC00368449,08/15/08,TMAX,256
USC00368449,08/15/08,TMIN,156
USC00367409,09/27/07,TMAX,306
USC00367409,08/02/15,TMAX,278
USC00368449,04/17/14,TMAX,61
USC00360147,10/28/07,TMAX,156
USC00360147,08/21/08,TMAX,261
USC00365109,04/17/14,TMIN,-44
USC00361480,09/28/13,TMIN,17
USC00365109,10/06/10,TMIN,83
USC00361480,02/09/13,TMAX,11
USC00367409,12/31/09,TMAX,-17
USC00368469,01/30/09,TMAX,-28
USC00365109,02/02/07,TMAX,22
USC00364853,04/29/05,TMIN,44
USC00367409,03/09/10,TMAX,150
USC00368449,02/11/05,TMAX,0
USC00368469,05/13/10,TMAX,150
USC00368469,10/25/10,TMIN,50
USC00368449,04/11/11,TMAX,161
USC00368449,11/06/05,TMIN,111
USC00365790,04/10/10,TMIN,11
USC00367409,03/04/05,TMAX,0
USC00367477,09/03/10,TMIN,83
USC00368449,04/11/11,TMIN,50
USC00365790,04/10/10,TMAX,78
USC00365109,03/08/10,TMAX,144
USC00360147,08/09/13,TMIN,172
USC00367409,03/17/10,TMIN,-22
USC00368449,01/11/07,TMIN,-89
USC00367477,07/03/07,TMIN,33
USC00368449,02/11/05,TMIN,-72
USC00365109,03/08/10,TMIN,-44
USC00367477,03/05/14,TMAX,-6
USC00365790,06/30/08,TMIN,144
USC00367409,03/17/10,TMAX,172
USC00365109,12/31/09,TMAX,-17
USC00368469,01/30/15,TMIN,-167
USC00368469,01/30/15,TMAX,-17
USC00368449,11/24/07,TMIN,-67
USC00367477,06/28/06,TMAX,256
USC00368449,11/24/07,TMAX,22
USC00367477,06/10/14,TMAX,206
USC00365790,04/17/14,TMIN,-50
USC00368469,05/14/09,TMAX,222
USC00360147,06/04/11,TMAX,228
USC00367477,07/03/07,TMAX,228
USC00360147,06/04/11,TMIN,89
USC00365790,04/17/14,TMAX,72
USC00368469,10/25/11,TMIN,17
USC00365109,12/31/09,TMIN,-100
USC00367477,03/01/07,TMIN,-44
USC00365109,08/03/09,TMAX,267
USC00367477,09/03/10,TMAX,311
USC00365109,12/10/05,TMIN,-50
USC00360147,08/09/13,TMAX,283
USC00368469,10/25/11,TMAX,150
USC00365109,08/03/09,TMIN,150
USC00368449,03/22/06,TMIN,-67
USC00365109,11/23/11,TMAX,89
USC00365109,10/28/10,TMIN,56
USC00367477,09/07/10,TMIN,33
USC00367477,03/01/07,TMAX,22
USC00365109,11/23/11,TMIN,33
USC00365109,10/28/10,TMAX,222
USC00368449,06/12/05,TMIN,211
USC00368469,05/14/09,TMIN,17
USC00368449,02/11/15,TMIN,-72
USC00365109,03/14/13,TMAX,67
USC00368449,06/12/05,TMAX,289
USC00360147,02/07/08,TMIN,22
USC00360147,02/07/08,TMAX,89
USC00365109,10/16/14,TMAX,200
USC00368469,05/29/09,TMAX,239
USC00368469,04/05/05,TMAX,128
USC00365790,01/25/15,TMIN,-22
USC00365790,03/21/15,TMAX,-6
USC00365790,03/21/15,TMIN,-28
USC00368469,03/28/14,TMIN,-117
USC00365790,06/30/08,TMAX,272
USC00365790,01/25/15,TMAX,22
USC00365109,11/10/09,TMIN,22
USC00360147,03/08/10,TMIN,-56
USC00365109,11/10/09,TMAX,167
USC00368449,01/11/07,TMAX,-17
USC00360147,03/08/10,TMAX,122
USC00368469,03/28/14,TMAX,72
USC00368449,02/11/15,TMAX,-17
USC00367477,11/14/11,TMAX,161
USC00365109,12/10/05,TMAX,-6
USC00368449,11/06/05,TMAX,217
USC00367477,03/05/14,TMIN,-194
USC00367409,08/09/13,TMIN,178
USC00365790,05/09/07,TMIN,44
USC00365109,08/09/15,TMAX,294
USC00365790,05/09/07,TMAX,261
USC00360147,11/09/11,TMIN,17
USC00360147,01/08/11,TMAX,-33
USC00360147,04/05/11,TMIN,44
USC00365109,03/31/13,TMAX,144
USC00367409,08/21/08,TMIN,89
USC00360147,04/05/11,TMAX,161
USC00367477,04/21/15,TMAX,206
USC00367477,05/06/15,TMIN,133
USC00368449,02/28/08,TMIN,-117
USC00365790,08/13/15,TMIN,94
USC00362629,07/14/07,TMIN,111
USC00367409,08/21/08,TMAX,267
USC00360147,12/23/05,TMIN,-39
USC00360147,03/11/12,TMAX,56
USC00360147,12/23/05,TMAX,17
USC00365790,09/28/13,TMAX,206
USC00368449,02/28/08,TMAX,-22
USC00368449,02/29/08,TMAX,-56
USC00365790,09/28/13,TMIN,39
USC00367477,10/11/08,TMAX,211
USC00360147,07/30/06,TMIN,200
USC00367477,07/22/05,TMIN,167
USC00361480,05/28/15,TMIN,128
USC00368449,10/19/13,TMIN,39
USC00368469,06/22/05,TMIN,117
USC00365109,01/25/08,TMAX,0
USC00368469,08/23/14,TMAX,283
USC00367477,04/21/15,TMIN,67
USC00360147,07/30/06,TMAX,300
USC00360147,03/11/12,TMIN,-50
USC00365109,08/18/14,TMIN,133
USC00368449,03/06/15,TMAX,-44
USC00365109,08/18/14,TMAX,267
USC00367409,03/04/05,TMIN,-117
USC00364853,04/16/06,TMAX,239
USC00362629,11/24/07,TMAX,22
USC00361480,11/28/14,TMAX,11
USC00361480,11/28/14,TMIN,-56
USC00367477,06/03/11,TMIN,28
USC00367477,06/15/10,TMIN,150
USC00368449,12/05/10,TMAX,11
USC00367477,06/28/06,TMIN,161
USC00365109,02/22/07,TMAX,89
USC00367477,06/15/10,TMAX,250
USC00365109,02/22/07,TMIN,-50
USC00367409,08/09/13,TMAX,294
USC00367477,06/03/11,TMAX,189
USC00367409,07/07/15,TMAX,278
USC00367409,07/07/15,TMIN,167
USC00360147,03/07/10,TMIN,-67
USC00368469,10/25/10,TMAX,206
USC00365109,01/25/08,TMIN,-89
USC00365109,09/28/12,TMIN,139
USC00360147,01/08/11,TMIN,-83
USC00360147,11/09/11,TMAX,200
USC00361480,08/26/09,TMIN,94
USC00367477,03/31/13,TMIN,-61
USC00367477,03/31/13,TMAX,117
USC00365109,08/09/15,TMIN,156
USC00361480,08/26/09,TMAX,278
USC00362629,11/24/07,TMIN,-83
USC00364853,04/16/06,TMIN,0
USC00368449,02/11/11,TMIN,-128
USC00368449,02/11/11,TMAX,-56
USC00365109,09/28/12,TMAX,206
USC00360147,03/07/10,TMAX,94
USC00368449,12/05/10,TMIN,-50
USC00365109,04/04/06,TMIN,33
USC00367477,06/10/14,TMIN,156
USC00368449,08/18/12,TMAX,239
USC00367409,02/02/07,TMAX,22
USC00364853,12/06/05,TMAX,11
USC00368469,11/14/05,TMIN,28
USC00368449,12/04/14,TMIN,-17
USC00365790,02/22/12,TMIN,-72
USC00365790,10/09/15,TMAX,217
USC00368449,12/04/14,TMAX,33
USC00361480,10/19/15,TMIN,-67
USC00362629,09/07/07,TMAX,300
USC00367409,12/02/15,TMIN,33
USC00361480,09/04/13,TMAX,239
USC00367409,07/30/05,TMIN,128
USC00365790,09/11/11,TMIN,122
USC00360147,02/27/13,TMAX,67
USC00361480,09/04/13,TMIN,94
USC00364853,03/22/06,TMIN,-33
USC00368449,08/12/05,TMAX,294
USC00362629,09/07/07,TMIN,133
USC00362629,06/09/08,TMIN,200
USC00368469,01/16/09,TMIN,-194
USC00365109,12/02/15,TMIN,44
USC00367477,05/25/11,TMAX,233
USC00360147,05/25/11,TMAX,244
USC00365790,04/20/12,TMIN,28
USC00367477,06/24/10,TMIN,150
USC00365790,02/22/12,TMAX,50
USC00360147,04/19/09,TMIN,28
USC00367409,02/27/13,TMAX,44
USC00360147,04/19/09,TMAX,233
USC00367409,06/17/15,TMAX,283
USC00368449,03/17/10,TMAX,156
USC00362629,06/09/08,TMAX,333
USC00368469,01/16/09,TMAX,-83
USC00365790,04/03/06,TMIN,33
USC00365790,09/11/11,TMAX,261
USC00368449,07/31/05,TMAX,294
USC00367477,05/25/11,TMIN,106
USC00360147,02/27/13,TMIN,-56
USC00367409,11/05/07,TMIN,11
USC00368449,03/30/14,TMAX,67
USC00365109,07/30/06,TMAX,311
USC00365109,05/25/15,TMIN,61
USC00367409,01/23/15,TMIN,-44
USC00360147,03/08/11,TMIN,-56
USC00365109,12/02/15,TMAX,89
USC00364853,06/24/05,TMAX,317
USC00360147,03/08/11,TMAX,56
USC00368469,11/14/05,TMAX,194
USC00368469,01/22/07,TMIN,-117
USC00367477,04/11/08,TMAX,189
USC00365790,03/30/14,TMIN,-11
USC00365109,07/30/06,TMIN,200
USC00368469,04/04/07,TMAX,256
USC00367477,04/11/08,TMIN,-6
USC00365109,05/25/15,TMAX,283
USC00365790,04/19/09,TMAX,239
USC00368469,11/15/08,TMIN,78
USC00368469,10/29/08,TMIN,17
USC00364853,03/22/06,TMAX,39
USC00367409,12/02/15,TMAX,94
USC00364853,06/24/05,TMIN,122
USC00368469,10/29/08,TMAX,56
USC00365790,04/19/09,TMIN,28
USC00360147,08/03/09,TMIN,144
USC00368469,10/06/10,TMIN,78
USC00368469,10/06/10,TMAX,100
USC00368469,01/22/07,TMAX,-28
USC00368449,04/10/05,TMIN,39
USC00365109,07/07/15,TMIN,178
USC00365109,07/07/15,TMAX,283
USC00368469,11/15/08,TMAX,178
USC00365790,04/03/06,TMAX,178
USC00365790,10/09/15,TMIN,78
USC00367409,02/27/13,TMIN,-50
USC00360147,05/25/11,TMIN,139
USC00368449,03/30/14,TMIN,6
USC00365790,01/30/08,TMIN,-17
USC00365790,10/07/05,TMAX,239
USC00360147,11/07/07,TMIN,33
USC00365790,11/24/07,TMAX,11
USC00365109,09/05/09,TMIN,111
USC00368469,11/15/11,TMAX,150
USC00365790,08/09/13,TMAX,283
USC00365109,07/28/15,TMAX,306
USC00365790,11/28/14,TMAX,11
USC00368469,05/17/15,TMIN,139
USC00365790,08/09/13,TMIN,156
USC00365790,11/28/14,TMIN,-44
USC00361480,11/05/08,TMIN,28
USC00365790,04/20/12,TMAX,239
USC00367477,12/27/10,TMIN,-111
USC00368469,11/04/06,TMIN,-17
USC00365790,02/09/13,TMIN,-83
USC00365790,02/09/13,TMAX,0
USC00367409,10/28/07,TMIN,44
USC00365790,05/03/12,TMIN,122
USC00367409,09/16/11,TMIN,50
USC00365109,07/16/07,TMIN,150
USC00367409,08/26/09,TMIN,156
USC00367477,01/09/15,TMAX,-83
USC00365109,07/16/07,TMAX,317
USC00367477,01/09/15,TMIN,-172
USC00368469,04/04/07,TMIN,28
USC00361480,11/05/08,TMAX,122
USC00365109,07/28/15,TMIN,178
USC00365790,11/24/07,TMIN,-100
USC00367477,10/28/08,TMIN,22
USC00368469,05/17/15,TMAX,256
USC00367477,10/28/08,TMAX,78
USC00367409,11/08/12,TMIN,-39
USC00360147,04/29/05,TMIN,11
USC00368449,04/24/05,TMIN,17
USC00360147,10/19/13,TMIN,33
USC00360147,11/05/08,TMIN,61
USC00368449,03/17/10,TMIN,-6
USC00365109,10/28/07,TMIN,56
USC00362629,09/04/07,TMIN,133
USC00362629,09/04/07,TMAX,278
USC00367477,12/27/10,TMAX,-50
USC00365790,12/23/05,TMAX,6
USC00367477,01/05/06,TMAX,56
USC00367477,06/24/10,TMAX,306
USC00360147,11/23/15,TMIN,-28
USC00367477,01/05/06,TMIN,22
USC00368449,06/25/05,TMIN,167
USC00367409,11/05/07,TMAX,117
USC00365109,10/28/07,TMAX,183
USC00368449,06/25/05,TMAX,300
USC00365109,09/05/09,TMAX,272
USC00367477,09/15/15,TMIN,56
USC00360147,11/07/07,TMAX,67
USC00365790,12/23/05,TMIN,-50
USC00367409,11/08/12,TMAX,78
USC00360147,05/08/08,TMAX,261
USC00368469,11/15/11,TMIN,100
USC00361480,08/13/15,TMAX,250
USC00368449,04/24/05,TMAX,161
USC00368469,10/19/13,TMIN,28
USC00365109,05/03/12,TMAX,244
USC00360147,05/08/08,TMIN,89
USC00365790,11/10/09,TMIN,6
USC00365109,05/03/12,TMIN,122
USC00360147,11/05/08,TMAX,167
USC00361480,08/13/15,TMIN,78
USC00368469,10/19/13,TMAX,161
USC00360147,11/23/15,TMAX,39
USC00365790,11/10/09,TMAX,189
USC00368449,07/31/05,TMIN,178
USC00367477,08/28/14,TMIN,111
USC00367477,09/15/15,TMAX,217
USC00367477,11/04/06,TMIN,-61
USC00368449,02/23/15,TMIN,-106
USC00367409,01/20/05,TMIN,-94
USC00367477,09/07/11,TMIN,122
USC00365790,08/06/07,TMIN,183
USC00368469,07/26/11,TMIN,178
USC00367409,01/20/05,TMAX,-22
USC00367409,07/16/07,TMIN,117
USC00367409,05/02/07,TMAX,228
USC00364853,03/02/05,TMAX,0
USC00367477,09/07/11,TMAX,172
USC00367477,01/21/07,TMIN,-156
USC00367409,05/02/07,TMIN,78
USC00368469,07/26/11,TMAX,322
USC00365109,08/21/08,TMAX,256
USC00360147,03/06/05,TMIN,-133
USC00367409,07/16/11,TMAX,317
USC00360147,11/05/07,TMAX,100
USC00365790,08/06/07,TMAX,306
USC00360147,11/05/07,TMIN,6
USC00367409,11/06/06,TMIN,-22
USC00368449,04/18/15,TMIN,83
USC00361480,01/30/09,TMAX,-22
USC00367409,07/16/07,TMAX,294
USC00361480,01/30/09,TMIN,-94
USC00368449,07/30/05,TMIN,172
USC00367409,09/04/09,TMIN,100
USC00360147,02/19/15,TMIN,-183
USC00368449,02/13/05,TMIN,-22
USC00368449,07/30/05,TMAX,272
USC00368449,02/13/05,TMAX,28
USC00368469,03/30/14,TMAX,83
USC00368449,10/15/12,TMAX,217
USC00368449,10/15/12,TMIN,117
USC00364853,03/04/05,TMAX,11
USC00367409,02/05/08,TMIN,6
USC00361480,04/24/08,TMIN,17
USC00361480,03/05/15,TMIN,-61
USC00361480,09/04/09,TMAX,256
USC00367477,05/02/12,TMAX,222
USC00361480,09/04/09,TMIN,39
USC00360147,03/30/14,TMAX,139
USC00367409,04/15/14,TMAX,261
USC00360147,11/06/06,TMAX,106
USC00367477,05/22/12,TMIN,111
USC00368449,08/18/12,TMIN,144
USC00367477,01/21/07,TMAX,-56
USC00365790,08/09/11,TMIN,172
USC00364853,03/04/05,TMIN,-139
USC00367477,09/27/13,TMAX,228
USC00368449,11/02/11,TMIN,6
USC00367409,07/30/06,TMAX,311
USC00365109,08/21/08,TMIN,83
USC00367477,05/22/12,TMAX,239
USC00360147,11/06/06,TMIN,-22
USC00367409,07/16/11,TMIN,122
USC00367409,07/30/06,TMIN,200
USC00361480,04/24/08,TMAX,228
USC00361480,01/03/11,TMAX,22
USC00361480,01/03/11,TMIN,-94
USC00361480,03/05/15,TMAX,22
USC00367477,05/01/08,TMAX,111
USC00368449,05/14/07,TMIN,44
USC00361480,08/16/08,TMIN,67
USC00361480,11/10/09,TMIN,-17
USC00368449,05/14/07,TMAX,194
USC00361480,11/10/09,TMAX,194
USC00368469,11/24/10,TMAX,178
USC00368469,11/24/10,TMIN,17
USC00367477,05/02/12,TMIN,100
USC00364853,03/02/05,TMIN,-56
USC00361480,08/16/08,TMAX,261
USC00367409,09/04/09,TMAX,267
USC00368449,09/23/11,TMIN,161
USC00365109,01/11/12,TMAX,83
USC00368469,03/01/11,TMAX,100
USC00368469,08/09/13,TMIN,167
USC00365109,02/24/10,TMIN,6
USC00367409,03/14/13,TMIN,-28
USC00365790,04/30/14,TMIN,44
USC00368469,08/09/13,TMAX,289
USC00368449,10/16/14,TMAX,161
USC00368449,10/16/14,TMIN,128
USC00368469,12/10/10,TMAX,-22
USC00365790,04/30/14,TMAX,78
USC00361480,07/23/10,TMIN,139
USC00365109,02/24/10,TMAX,28
USC00365109,04/16/06,TMAX,267
USC00361480,07/23/10,TMAX,294
USC00367477,07/01/14,TMIN,178
USC00367409,03/30/14,TMAX,83
USC00367409,03/30/14,TMIN,-6
USC00368469,12/10/10,TMIN,-111
USC00367409,01/23/15,TMAX,11
USC00367477,11/04/06,TMAX,17
USC00365109,01/01/08,TMAX,50
USC00367477,12/31/15,TMAX,89
USC00368469,11/04/06,TMAX,50
USC00368449,04/14/12,TMAX,167
USC00360147,08/03/09,TMAX,267
USC00368469,03/01/11,TMIN,-50
USC00367409,03/14/13,TMAX,39
USC00365109,08/05/14,TMAX,278
USC00365109,03/06/05,TMIN,-111
USC00365109,08/05/14,TMIN,161
USC00365790,10/04/05,TMAX,261
USC00361480,10/19/15,TMAX,61
USC00365109,01/01/08,TMIN,-28
USC00367409,11/06/06,TMAX,111
USC00361480,05/14/09,TMAX,206
USC00361480,05/14/09,TMIN,-22
USC00361480,04/22/08,TMAX,183
USC00367477,11/18/06,TMIN,17
USC00368469,03/06/14,TMAX,0
USC00360147,10/04/14,TMAX,206
USC00365790,10/19/13,TMIN,-11
USC00368449,04/18/15,TMAX,194
USC00367477,11/24/09,TMAX,83
USC00367477,11/18/06,TMAX,61
USC00367477,04/02/06,TMIN,-6
USC00367477,11/24/09,TMIN,44
USC00360147,02/19/15,TMAX,-33
USC00365109,11/27/15,TMAX,133
USC00360147,03/06/05,TMAX,67
USC00361480,11/17/13,TMIN,-33
USC00367477,04/02/06,TMAX,133
USC00365790,10/19/13,TMAX,150
USC00365109,11/27/15,TMIN,-22
USC00367477,12/31/15,TMIN,-28
USC00361480,11/17/13,TMAX,150
USC00368469,03/06/14,TMIN,-156
USC00361480,08/12/13,TMIN,106
USC00365109,04/16/06,TMIN,44
USC00367409,10/11/14,TMIN,39
USC00365790,10/04/05,TMIN,56
USC00365790,09/04/09,TMIN,72
USC00361480,04/22/08,TMIN,50
USC00368469,03/30/14,TMIN,-33
USC00361480,08/12/13,TMAX,267
USC00368449,02/23/15,TMAX,6
USC00365790,12/22/05,TMIN,-83
USC00368449,09/23/11,TMAX,233
USC00368449,08/12/05,TMIN,200
USC00365109,03/06/05,TMAX,67
USC00365790,09/04/09,TMAX,250
USC00365790,03/30/14,TMAX,61
USC00360147,10/04/14,TMIN,122
USC00367409,09/28/12,TMAX,200
USC00367409,09/16/11,TMAX,161
USC00360147,04/07/08,TMAX,183
USC00368449,04/21/13,TMIN,-11
USC00367477,04/25/08,TMAX,228
USC00360147,06/19/07,TMAX,317
USC00360147,05/06/07,TMAX,228
USC00362629,04/09/08,TMIN,67
USC00367477,04/02/09,TMAX,83
USC00368449,04/21/13,TMAX,72
USC00365790,03/08/06,TMIN,-94
USC00367477,04/02/09,TMIN,-17
USC00365790,04/04/05,TMAX,28
USC00367409,12/31/10,TMIN,-89
USC00365109,03/22/06,TMIN,-78
USC00360147,04/17/14,TMIN,-44
USC00367477,05/22/10,TMAX,261
USC00368469,03/04/12,TMIN,-17
USC00367409,11/18/05,TMIN,-33
USC00367477,07/21/06,TMIN,172
USC00367409,11/18/05,TMAX,28
USC00367409,03/31/13,TMIN,-28
USC00362629,07/12/06,TMAX,294
USC00365790,09/26/10,TMIN,83
USC00367477,05/22/10,TMIN,78
USC00367477,04/25/08,TMIN,6
USC00365790,09/26/10,TMAX,250
USC00362629,03/08/06,TMAX,61
USC00365790,09/11/12,TMAX,200
USC00365790,05/31/11,TMAX,333
USC00365790,09/11/12,TMIN,28
USC00365790,04/04/05,TMIN,0
USC00367477,07/21/06,TMAX,294
USC00367409,12/31/10,TMAX,17
USC00360147,05/06/07,TMIN,50
USC00368469,04/14/12,TMAX,183
USC00368449,04/14/12,TMIN,17
USC00362629,04/09/08,TMAX,194
USC00367409,11/06/05,TMIN,78
USC00361480,06/30/08,TMIN,150
USC00365109,09/16/11,TMIN,44
USC00368449,02/27/13,TMAX,28
USC00365109,03/17/10,TMAX,178
USC00365109,09/16/09,TMAX,267
USC00365790,08/16/08,TMAX,267
USC00368469,04/24/13,TMAX,194
USC00360147,06/09/08,TMIN,200
USC00365109,01/10/07,TMIN,-39
USC00360147,03/20/10,TMIN,0
USC00365109,09/16/11,TMAX,144
USC00365790,10/03/06,TMIN,28
USC00365109,04/15/14,TMIN,144
USC00360147,06/19/07,TMIN,172
USC00367477,10/10/14,TMAX,161
USC00368469,04/24/13,TMIN,-6
USC00360147,06/09/08,TMAX,356
USC00368449,02/27/13,TMIN,-6
USC00368469,08/02/09,TMIN,161
USC00365109,03/17/10,TMIN,-22
USC00368469,08/02/09,TMAX,278
USC00361480,05/01/08,TMIN,-33
USC00361480,04/20/12,TMIN,-22
USC00367477,03/28/05,TMAX,56
USC00365790,01/03/11,TMIN,-122
USC00361480,05/01/08,TMAX,106
USC00362629,03/28/05,TMAX,56
USC00365790,01/07/12,TMIN,-78
USC00365790,01/03/11,TMAX,28
USC00367477,08/28/14,TMAX,283
USC00365790,03/08/06,TMAX,67
USC00365109,09/16/09,TMIN,122
USC00367409,11/06/05,TMAX,206
USC00365790,08/16/08,TMIN,78
USC00360147,03/20/10,TMAX,194
USC00360147,09/28/13,TMAX,222
USC00362629,08/06/07,TMAX,294
USC00368469,04/14/12,TMIN,-22
USC00362629,06/30/08,TMIN,150
USC00367409,03/31/13,TMAX,133
USC00368449,09/30/05,TMIN,44
USC00361480,11/08/12,TMIN,-61
USC00361480,11/08/12,TMAX,67
USC00365109,03/11/12,TMIN,-56
USC00365109,03/11/12,TMAX,61
USC00368449,03/31/13,TMIN,6
USC00365790,12/30/08,TMIN,-39
USC00365790,12/30/08,TMAX,50
USC00368449,03/06/06,TMIN,-44
USC00368449,03/23/08,TMIN,-61
USC00368449,03/06/06,TMAX,72
USC00360147,03/02/05,TMAX,6
USC00361480,03/14/13,TMAX,39
USC00365109,04/27/07,TMIN,67
USC00368449,03/31/13,TMAX,117
USC00365109,04/27/07,TMAX,117
USC00361480,05/03/12,TMIN,117
USC00360147,04/18/15,TMIN,56
USC00367409,09/28/12,TMIN,128
USC00364853,12/06/05,TMIN,-50
USC00361480,03/21/15,TMIN,-22
USC00368449,06/05/15,TMIN,139
USC00368469,09/01/05,TMIN,144
USC00368449,03/23/08,TMAX,56
USC00367477,07/09/15,TMIN,167
USC00360147,03/04/05,TMIN,-111
USC00367409,03/08/14,TMIN,-89
USC00360147,03/04/05,TMAX,39
USC00368449,06/05/15,TMAX,178
USC00360147,12/31/09,TMIN,-83
USC00360147,12/31/09,TMAX,-28
USC00362629,06/30/08,TMAX,256
USC00367477,03/28/05,TMIN,17
USC00361480,04/20/11,TMAX,128
USC00365790,05/31/11,TMIN,161
USC00368449,07/21/15,TMAX,289
USC00360147,05/02/07,TMIN,72
USC00362629,10/14/05,TMIN,111
USC00367409,04/21/10,TMAX,211
USC00360147,05/02/07,TMAX,228
USC00362629,10/14/05,TMAX,167
USC00360147,01/17/05,TMIN,-89
USC00367409,09/11/10,TMAX,206
USC00367409,09/11/10,TMIN,78
USC00367477,07/09/15,TMAX,233
USC00365790,09/10/07,TMIN,183
USC00362629,03/08/06,TMIN,-78
USC00367477,11/22/15,TMAX,83
USC00365790,01/20/08,TMIN,-139
USC00367477,11/22/15,TMIN,6
USC00360147,01/17/05,TMAX,-28
USC00368469,11/17/13,TMIN,-28
USC00368449,09/30/05,TMAX,167
USC00365790,09/10/07,TMAX,278
USC00361480,04/20/11,TMIN,56
USC00367409,03/21/05,TMAX,67
USC00361480,09/09/15,TMIN,128
USC00368469,10/05/14,TMAX,139
USC00368469,10/05/14,TMIN,6
USC00367409,04/21/10,TMIN,11
USC00367409,03/08/14,TMAX,72
USC00367409,03/21/05,TMIN,22
USC00365790,01/20/08,TMAX,-28
USC00368449,12/11/07,TMAX,44
USC00368449,07/21/15,TMIN,211
USC00368469,06/29/06,TMAX,283
USC00368469,06/29/06,TMIN,161
USC00368449,12/11/07,TMIN,17
USC00361480,09/09/15,TMAX,317
USC00362629,08/06/07,TMIN,122
USC00365109,09/27/07,TMAX,317
USC00361480,06/30/08,TMAX,283
USC00367477,10/10/14,TMIN,6
USC00368449,08/27/08,TMIN,133
USC00367477,05/25/05,TMIN,39
USC00368449,08/27/08,TMAX,261
USC00361480,01/02/15,TMIN,-83
USC00368469,09/07/13,TMIN,61
USC00362629,12/23/05,TMAX,6
USC00361480,04/20/12,TMAX,228
USC00365109,10/15/12,TMAX,239
USC00368449,11/13/05,TMAX,150
USC00367477,05/01/08,TMIN,-28
USC00367409,06/16/10,TMAX,272
USC00368449,02/24/08,TMIN,-89
USC00367477,06/24/05,TMIN,72
USC00367477,12/16/09,TMIN,-67
USC00365109,10/15/12,TMIN,94
USC00367409,06/16/10,TMIN,172
USC00368449,04/08/07,TMIN,-50
USC00367477,09/10/05,TMIN,78
USC00368469,09/07/13,TMAX,222
USC00367477,11/16/13,TMIN,-33
USC00367409,06/17/14,TMIN,117
USC00360147,06/18/07,TMAX,328
USC00367477,06/24/05,TMAX,261
USC00361480,04/10/10,TMIN,11
USC00367409,07/30/05,TMAX,289
USC00361480,04/10/10,TMAX,67
USC00360147,04/29/05,TMAX,122
USC00365790,11/19/15,TMAX,133
USC00365790,11/19/15,TMIN,67
USC00368449,11/13/05,TMIN,-6
